feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
1134	9.0	0.48091176	ISDB	http://www.wikidata.org/entity/Q105337723	XOFDOXJFXCEFDE-CYBMUJFWSA-N	InChI=1S/C13H18/c1-10-6-7-11-12(2,3)8-5-9-13(10,11)4/h5-7,9H,8H2,1-4H3/t13-/m1/s1	CC1=CC=C2C(C)(C)CC=C[C@]12C	C13H18	nan	174.140850576	(7aR)-1,4,4,7a-tetramethyl-5H-indene	XOFDOXJFXCEFDE	Terpenoids	Monoterpenoids	nan	http://www.wikidata.org/entity/Q43300	Cydonia oblonga	941743.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Cydonia']	['Cydonia oblonga']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	nan	nan	7	1	9.423647046089172	1	24	Terpenoids	0.5	Sesquiterpenoids	0.45	Cadinane sesquiterpenoids	0.4
1138	3.0	0.32664815	ISDB	http://www.wikidata.org/entity/Q82656358	QQCGKIZHTJLRNN-UHFFFAOYSA-N	InChI=1S/C22H41NO/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(24)23-20-21(2)3/h16-19,21H,4-15,20H2,1-3H3,(H,23,24)	CCCCCCCCCCCCCC=CC=CC(=O)NCC(C)C	C22H41NO	nan	335.318814932	N-Isobutyloctadeca-2,4-dienamid	QQCGKIZHTJLRNN	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q43084	Piper nigrum	472526.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper nigrum']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	5.306592583656311	1	-1	nan	nan	nan	nan	nan	nan
1139	10.0	0.3983469	ISDB	http://www.wikidata.org/entity/Q416126	POIARNZEYGURDG-FNORWQNLSA-N	InChI=1S/C13H18O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5-8H,9H2,1-4H3/b7-5+	C/C=C/C(=O)C1=C(C)C=CCC1(C)C	C13H18O	nan	190.135765196	Damascenone	POIARNZEYGURDG	Terpenoids	Apocarotenoids	Apocarotenoids (β-)	http://www.wikidata.org/entity/Q158657	Malus pumila	854961.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Malus']	['Malus pumila']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Malus']	['Malus pumila']	9	1	11.093387603759766	1	39	Terpenoids	0.75	Sesquiterpenoids	0.55	Eudesmane sesquiterpenoids	0.2
114	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105031397	HOMYIYLRRDTKAA-QZNXAUJSSA-N	InChI=1S/C40H75NO9/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-33(43)32(31-49-40-38(47)37(46)36(45)35(30-42)50-40)41-39(48)34(44)29-27-25-23-21-18-16-14-12-10-8-6-4-2/h19-20,26,28,32-38,40,42-47H,3-18,21-25,27,29-31H2,1-2H3,(H,41,48)/b20-19-,28-26+/t32-,33+,34+,35+,36+,37-,38+,40+/m0/s1	CCCCCCCCC/C=C\CC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](O)CCCCCCCCCCCCCC	C40H75NO9	pos_1_1proton	713.54418298	Soyacerebroside II	HOMYIYLRRDTKAA	Fatty acids	Sphingolipids	Neutral glycosphingolipids	http://www.wikidata.org/entity/Q39918	Prunus dulcis	731568.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus dulcis']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	nan	8	3	9.5	1	262	Fatty acids	0.3333333333333333	Sphingolipids	0.3333333333333333	Neutral glycosphingolipids	0.3333333333333333
1144	1.0	0.33587506	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	JKIBIUKLWMZLGX	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.3435002565383911	1	662	nan	nan	nan	nan	nan	nan
1147	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105371287	ZCNREQTVGGXJTO-YEEDDRBPSA-N	InChI=1S/C18H32O10/c1-3-4-5-6-7-25-17-16(24)14(22)12(20)10(28-17)8-26-18-15(23)13(21)11(19)9(2)27-18/h4-5,9-24H,3,6-8H2,1-2H3/t9-,10-,11-,12-,13+,14+,15+,16-,17-,18-/m1/s1	CCC=CCCO[C@@H]1O[C@H](CO[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O	C18H32O10	pos_1_minus1proton2sodium	408.199547224	(2R,3S,4S,5S,6R)-2-[[(2R,3S,4S,5R,6R)-6-hex-3-enoxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-methyloxane-3,4,5-triol	ZCNREQTVGGXJTO	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	http://www.wikidata.org/entity/Q1141735	Crataegus pinnatifida	798280.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Crataegus']	['Crataegus pinnatifida']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	nan	nan	7	3	8.5	1	285	Fatty acids	0.5	Fatty acyl glycosides	0.5	Fatty acyl glycosides of mono- and disaccharides	0.5
1149	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27137776	IZEUIYYDWBKERE-ZRODXFKISA-N	InChI=1S/C31H50O2/c1-8-23(20(2)3)10-9-21(4)27-13-14-28-26-12-11-24-19-25(33-22(5)32)15-17-30(24,6)29(26)16-18-31(27,28)7/h9-11,20-21,23,25-29H,8,12-19H2,1-7H3/b10-9+/t21-,23-,25+,26+,27-,28+,29+,30+,31-/m1/s1	CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	C31H50O2	pos_1_minus1proton1iron	454.3810808399999	Stigmasterol acetate	IZEUIYYDWBKERE	Terpenoids	Steroids	Cholestane steroids	http://www.wikidata.org/entity/Q11176093	Prunus zippeliana	45631.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus zippeliana']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	nan	8	3	9.5	1	21	Terpenoids	1.0	Steroids	1.0	Cholestane steroids	1.0
1152	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105213598	PRBPGFIPERGSFI-SSLNLQFTSA-N	InChI=1S/C14H18O8/c15-6-8-9(16)10(17)11(18)14(21-8)22-12(13(19)20)7-4-2-1-3-5-7/h1-5,8-12,14-18H,6H2,(H,19,20)/t8-,9-,10+,11-,12+,14+/m1/s1	O=C(O)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1	C14H18O8	pos_1_1proton1ammonium	314.100167536	(S)-2-Phenyl-2-(beta-D-glucopyranosyloxy)acetic acid	PRBPGFIPERGSFI	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q11176093	Prunus zippeliana	45631.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus zippeliana']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	nan	8	1	8.5	1	18	Shikimates and Phenylpropanoids	0.3888888888888889	Saccharides	0.15555555555555556	Disaccharides	0.15555555555555556
1155	1.0|1.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q105344950|http://www.wikidata.org/entity/Q105303062	XZHWSTJFHFQEOY-WIBXJVRESA-N|WEHZDNHJZBEGME-YTLAQTGPSA-N	InChI=1S/C16H28O7/c1-10(4-3-5-11(2)8-17)6-7-22-16-15(21)14(20)13(19)12(9-18)23-16/h5-6,12-21H,3-4,7-9H2,1-2H3/b10-6+,11-5+/t12-,13-,14+,15-,16-/m1/s1|InChI=1S/C16H28O7/c1-4-16(3,21)7-5-6-10(2)9-22-15-14(20)13(19)12(18)11(8-17)23-15/h4,6,11-15,17-21H,1,5,7-9H2,2-3H3/b10-6-/t11-,12-,13+,14-,15-,16-/m1/s1	C/C(=C\CC/C(C)=C/CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)CO|C=C[C@@](C)(O)CC/C=C(/C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C16H28O7|C16H28O7	pos_1_1proton1ammonium|pos_1_1proton1ammonium	332.183503236|332.183503236	3,7-Dimethyl-8-hydroxy-2,6-octadienyl beta-D-glucopyranoside|(2R,3R,4S,5S,6R)-2-[(2Z,6S)-6-hydroxy-2,6-dimethylocta-2,7-dienoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	XZHWSTJFHFQEOY|WEHZDNHJZBEGME	Terpenoids|Terpenoids	Monoterpenoids|Monoterpenoids	Acyclic monoterpenoids|Acyclic monoterpenoids	http://www.wikidata.org/entity/Q578904|http://www.wikidata.org/entity/Q578904	Rosa damascena|Rosa damascena	5146739.0|5146739.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Rosales']|['Rosales']	['Rosaceae']|['Rosaceae']	['Unknown']|['Unknown']	['Rosa']|['Rosa']	['Rosa x damascena']|['Rosa x damascena']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Rosales']|['Rosales']	['Rosaceae']|['Rosaceae']	nan|nan	nan|nan	nan|nan	6|6	3|3	7.5|7.5	1|1	23	Terpenoids	1.0	Monoterpenoids	1.0	Acyclic monoterpenoids	1.0
1156	1.0	0.9576634	ISDB	http://www.wikidata.org/entity/Q106039961	XEXCLTHHXIWUHO-UHFFFAOYSA-N	InChI=1S/C24H22O14/c25-10-3-1-9(2-4-10)22-23(19(32)17-12(27)5-11(26)6-13(17)36-22)38-24-21(34)20(33)18(31)14(37-24)8-35-16(30)7-15(28)29/h1-6,14,18,20-21,24-27,31,33-34H,7-8H2,(H,28,29)	O=C(O)CC(=O)OCC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	C24H22O14	nan	534.1009553839998	6''-Malonylastragalin	XEXCLTHHXIWUHO	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q15546322	Rubus adenotrichos	3906459.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Unknown']	['Rubus']	['Rubus adenotrichos']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	nan	nan	nan	6	3	11.330653667449951	1	4	Shikimates and Phenylpropanoids	0.725	Flavonoids	0.575	Flavonols	0.575
1160	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104375600	VADSVXSGIFBZLI-UHFFFAOYSA-N	InChI=1S/C16H22O7/c1-3-4-9-5-6-10(11(7-9)21-2)22-16-15(20)14(19)13(18)12(8-17)23-16/h3,5-7,12-20H,1,4,8H2,2H3	C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)c(OC)c1	C16H22O7	pos_1_1proton1ammonium	326.1365530439999	Citrusin C	VADSVXSGIFBZLI	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q157763	Prunus mume	426562.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus mume']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	nan	8	3	9.5	1	762	Shikimates and Phenylpropanoids	1.0	Phenylpropanoids (C6-C3)	1.0	Cinnamic acids and derivatives	1.0
1162	8.0	0.51200616	ISDB	http://www.wikidata.org/entity/Q229970	FJKROLUGYXJWQN-UHFFFAOYSA-N	InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)	O=C(O)c1ccc(O)cc1	C7H6O3	nan	138.031694052	4-Oxoniobenzoate	FJKROLUGYXJWQN	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q131517	Prunus cerasus	900499.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus cerasus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	nan	8	1	10.548024654388428	1	179	Shikimates and Phenylpropanoids	0.4166666666666667	Coumarins	0.25	Simple coumarins	0.25
1166	1.0|1.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q105033856|http://www.wikidata.org/entity/Q105276680	HUKWADINTARKBT-DDYRGYEHSA-N|UPASGSSMBIZMDX-WNENLGFLSA-N	InChI=1S/C23H23NO9/c24-11-17(14-4-2-1-3-5-14)32-23-22(30)21(29)20(28)18(33-23)12-31-19(27)9-7-13-6-8-15(25)16(26)10-13/h1-10,17-18,20-23,25-26,28-30H,12H2/b9-7+/t17-,18+,20+,21-,22+,23+/m0/s1|InChI=1S/C24H28O10/c1-31-18-12-15(4-8-17(18)26)5-9-20(27)33-13-19-21(28)22(29)23(30)24(34-19)32-11-10-14-2-6-16(25)7-3-14/h2-9,12,19,21-26,28-30H,10-11,13H2,1H3/b9-5+/t19-,21-,22+,23-,24-/m1/s1	N#C[C@H](O[C@@H]1O[C@H](COC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1|COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](OCCc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O	C23H23NO9|C24H28O10	pos_1_1proton1isopropanol|pos_1_1proton1acetonitrile	457.137281316|476.168247096	Grayanin|Grayanoside A	HUKWADINTARKBT|UPASGSSMBIZMDX	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives|Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q3408635|http://www.wikidata.org/entity/Q2700694	Prunus buergeriana|Prunus grayana	528520.0|870878.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Rosales']|['Rosales']	['Rosaceae']|['Rosaceae']	['Amygdaleae']|['Amygdaleae']	['Prunus']|['Prunus']	['Prunus buergeriana']|['Prunus grayana']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Rosales']|['Rosales']	['Rosaceae']|['Rosaceae']	nan|nan	nan|nan	nan|nan	6|6	3|3	7.5|7.5	1|1	295	Shikimates and Phenylpropanoids	1.0	Phenylpropanoids (C6-C3)	1.0	Cinnamic acids and derivatives	1.0
117	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105256172	SMUMBCREXHTKFN-KTUGSKGLSA-N	InChI=1S/C19H28O10/c1-9-12(20)14(22)16(24)18(28-9)27-8-11-13(21)15(23)17(25)19(29-11)26-7-10-5-3-2-4-6-10/h2-6,9,11-25H,7-8H2,1H3/t9-,11-,12-,13-,14+,15+,16+,17-,18+,19-/m0/s1	C[C@@H]1O[C@@H](OC[C@@H]2O[C@H](OCc3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O	C19H28O10	pos_1_1proton1ammonium	416.1682470959998	Rha(a1-6)L-Glc(b)-O-Bn	SMUMBCREXHTKFN	Shikimates and Phenylpropanoids	nan	nan	http://www.wikidata.org/entity/Q2071326	Margyricarpus pinnatus	934083.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Sanguisorbeae']	['Margyricarpus']	['Margyricarpus pinnatus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	nan	nan	nan	6	1	6.5	1	18	Shikimates and Phenylpropanoids	0.3888888888888889	Saccharides	0.15555555555555556	Disaccharides	0.15555555555555556
118	1.0	0.3335517	ISDB	http://www.wikidata.org/entity/Q63399012	QOCBLJWPUILPNE-DGDOQUKGSA-N	InChI=1S/C40H54O3/c1-29(17-13-19-31(3)21-22-36-33(5)25-34(41)26-37(36,6)7)15-11-12-16-30(2)18-14-20-32(4)23-24-40-38(8,9)27-35(43-40)28-39(40,10)42/h11-20,23-24,34-35,41-42H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,24-23+,29-15+,30-16+,31-19+,32-20+/t34-,35+,39-,40-/m1/s1	CC1=C(C#C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@]23O[C@@H](CC2(C)C)C[C@@]3(C)O)C(C)(C)C[C@H](O)C1	C40H54O3	nan	582.407295588	(3S,3'R,5R,6R)-7',8'-Didehydro-3,6-epoxy-5,6-dihydro-beta,beta-carotene-3',5-diol	QOCBLJWPUILPNE	Terpenoids	Carotenoids (C40)	Carotenoids (C40, β-β)	http://www.wikidata.org/entity/Q104915446	Corbicula sandai	920655.0	['Eukaryota']	['Metazoa']	['Mollusca']	['Bivalvia']	['Venerida']	['Cyrenidae']	['Unknown']	['Corbicula']	['Corbicula sandai']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.8342068195343018	1	487	Terpenoids	0.7058823529411765	Carotenoids (C40)	0.35294117647058826	Carotenoids (C40, β-β)	0.35294117647058826
1181	10.0	0.49323377	ISDB	http://www.wikidata.org/entity/Q105337723	XOFDOXJFXCEFDE-CYBMUJFWSA-N	InChI=1S/C13H18/c1-10-6-7-11-12(2,3)8-5-9-13(10,11)4/h5-7,9H,8H2,1-4H3/t13-/m1/s1	CC1=CC=C2C(C)(C)CC=C[C@]12C	C13H18	nan	174.140850576	(7aR)-1,4,4,7a-tetramethyl-5H-indene	XOFDOXJFXCEFDE	Terpenoids	Monoterpenoids	nan	http://www.wikidata.org/entity/Q43300	Cydonia oblonga	941743.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Cydonia']	['Cydonia oblonga']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	nan	nan	7	1	9.47293508052826	1	24	Terpenoids	0.5	Sesquiterpenoids	0.45	Cadinane sesquiterpenoids	0.4
1187	2.0	0.5734576	ISDB	http://www.wikidata.org/entity/Q27156608	DBHKHNGBVGWQJE-USWSLJGRSA-N	InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN	C23H44NO7P	nan	477.285539378	1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine	DBHKHNGBVGWQJE	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	http://www.wikidata.org/entity/Q30046	Vitis vinifera	756728.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Vitales']	['Vitaceae']	['Viteae']	['Vitis']	['Vitis vinifera']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	3	7.793830394744873	1	248	Fatty acids	0.5	Glycerophospholipids	0.5	Glycerophosphoethanolamines	0.5
1193	1.0	0.34924966	ISDB	http://www.wikidata.org/entity/Q105171501	MSWXOBSOIDJLPM-IYXPNRLESA-N	InChI=1S/C39H54O6/c1-23(2)26-16-19-39(34(43)44)21-20-36(5)27(32(26)39)13-14-30-37(36,6)18-17-29-35(3,4)33(42)28(38(29,30)7)22-45-31(41)15-10-24-8-11-25(40)12-9-24/h8-12,15,26-30,32-33,40,42H,1,13-14,16-22H2,2-7H3,(H,43,44)/b15-10+/t26-,27+,28+,29-,30-,32+,33+,36+,37+,38-,39-/m0/s1	C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)[C@H](COC(=O)/C=C/c6ccc(O)cc6)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	C39H54O6	nan	618.392039448	(1R,2R,5S,8R,9R,10R,13R,14R,15R,16R,18R)-16-hydroxy-15-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]-1,2,14,17,17-pentamethyl-8-prop-1-en-2-ylpentacyclo[11.7.0.02,10.05,9.014,18]icosane-5-carboxylic acid	MSWXOBSOIDJLPM	Terpenoids	Triterpenoids	Abeolupane triterpenoids	http://www.wikidata.org/entity/Q15246607	Paliurus hemsleyanus	531921.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rhamnaceae']	['Paliureae']	['Paliurus']	['Paliurus hemsleyanus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	nan	nan	nan	nan	5	3	7.896998643875122	1	758	Terpenoids	1.0	Triterpenoids	1.0	Abeolupane triterpenoids	1.0
1196	1.0	0.9665461	ISDB	http://www.wikidata.org/entity/Q27114775	NBQPHANHNTWDML-UJKBSQBPSA-N	InChI=1S/C24H22O15/c25-9-4-12(28)17-13(5-9)37-22(8-1-2-10(26)11(27)3-8)23(19(17)33)39-24-21(35)20(34)18(32)14(38-24)7-36-16(31)6-15(29)30/h1-5,14,18,20-21,24-28,32,34-35H,6-7H2,(H,29,30)/t14-,18-,20+,21-,24+/m1/s1	O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O	C24H22O15	nan	550.0958700039998	Quercetin 3-O-malonylglucoside	NBQPHANHNTWDML	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q15546322	Rubus adenotrichos	3906459.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Unknown']	['Rubus']	['Rubus adenotrichos']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	nan	nan	nan	6	3	11.36618447303772	1	4	Shikimates and Phenylpropanoids	0.725	Flavonoids	0.575	Flavonols	0.575
