feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
613	98	Shikimates and Phenylpropanoids	0.45569620253164556	Coumarins	0.35443037974683544	Simple coumarins	0.35443037974683544	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q416196	ORHBXUUXSCNDEV-UHFFFAOYSA-N	InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H	O=c1ccc2ccc(O)cc2o1	C9H6O3	pos_1_1proton1methanol	162.031694052	Umbelliferone	ORHBXUUXSCNDEV	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
610	214	Alkaloids	0.5	Peptide alkaloids	0.5			1.0	0.41941226	ISDB									HKMMMLADZGAKQD							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.6776490211486816	1
607	10	Amino acids and Peptides	0.6842105263157895	Small peptides	0.6842105263157895	Aminoacids	0.6052631578947368	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q485277	HNDVDQJCIGZPNO-YFKPBYRVSA-N	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1	N[C@@H](Cc1cnc[nH]1)C(=O)O	C6H9N3O2	pos_1_1proton	155.069476528	(2S)-2-azaniumyl-3-(1H-imidazol-5-yl)propanoate	HNDVDQJCIGZPNO	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q27264	Capsella bursa-pastoris	833644.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Capsella']	['Capsella bursa-pastoris']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
607	10	Amino acids and Peptides	0.6842105263157895	Small peptides	0.6842105263157895	Aminoacids	0.6052631578947368	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27075129	BXRLWGXPSRYJDZ-VKHMYHEASA-N	InChI=1S/C4H6N2O2/c5-2-1-3(6)4(7)8/h3H,1,6H2,(H,7,8)/t3-/m0/s1	N#CC[C@H](N)C(=O)O	C4H6N2O2	pos_1_1proton1acetonitrile	114.042927432	(2S)-2-azaniumyl-3-cyanopropanoate	BXRLWGXPSRYJDZ	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
606	-1							1.0	0.3481852	ISDB	http://www.wikidata.org/entity/Q27157590	QSFROPSPQWQTKU-UHFFFAOYSA-N	InChI=1S/C11H21NO2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2H,1,3-11H2	C=CCCCCCCCCC[N+](=O)[O-]	C11H21NO2		199.157228912	11-Nitro-1-Undecene	QSFROPSPQWQTKU				http://www.wikidata.org/entity/Q309852	Euglena gracilis	1073327.0	['Eukaryota']	['Unknown']	['Euglenida']	['Euglenophyceae']	['Unknown']	['Euglenaceae']	['Unknown']	['Euglena']	['Euglena gracilis']		['Eukaryota']									1	0	2.392740845680237	1
605	961							1.0	0.47905928	ISDB	http://www.wikidata.org/entity/Q105370588	ZBHBGEFUKBOWPQ-UHFFFAOYSA-N	InChI=1S/C29H48O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-24-33-29(31)23-21-26-20-22-27(30)28(25-26)32-2/h20-23,25,30H,3-19,24H2,1-2H3	CCCCCCCCCCCCCCCCCCCOC(=O)C=Cc1ccc(O)c(OC)c1	C29H48O4		460.355260016	Nonadecyl 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate	ZBHBGEFUKBOWPQ				http://www.wikidata.org/entity/Q10914948	Spiraea formosana	258075.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Spiraeeae']	['Spiraea']	['Spiraea formosana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	5.916237115859985	1
604	343	Amino acids and Peptides	0.5	Amino acid glycosides	0.5	Cyanogenic glycosides	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27106811	HASDUOHKNMHNJA-GDLVSTOPSA-N	InChI=1S/C12H17NO8/c13-4-12(2-1-5(15)10(12)19)21-11-9(18)8(17)7(16)6(3-14)20-11/h1-2,5-11,14-19H,3H2/t5-,6+,7+,8-,9+,10+,11-,12+/m0/s1	N#C[C@]1(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H](O)[C@H]1O	C12H17NO8	pos_1_1proton2acetonitrile	303.095416504	2-Cyclopentene-1-carbonitrile, 1-(beta-D-glucopyranosyloxy)-4,5-dihydroxy-,(1alpha,4alpha,5beta)-	HASDUOHKNMHNJA	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
602	47	Alkaloids	0.4444444444444444	Monoterpenoids	0.4444444444444444	Cinnamic acids and derivatives	0.2222222222222222	2.0	0.314402	ISDB	http://www.wikidata.org/entity/Q105382476	ZSFBNUBMKXAEFD-QEHWCHDUSA-N	InChI=1S/C10H17NO2/c1-4-10(3,13)7-5-6-8(2)9(11)12/h4,6,13H,1,5,7H2,2-3H3,(H2,11,12)/b8-6+/t10-/m1/s1	C=C[C@@](C)(O)CC/C=C(\C)C(N)=O	C10H17NO2		183.125928784	(2E,6S)-6-hydroxy-2,6-dimethylocta-2,7-dienamide	ZSFBNUBMKXAEFD	Terpenoids	Monoterpenoids	Acyclic monoterpenoids	http://www.wikidata.org/entity/Q50870573	Senegalia pennata	3918372.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Acacieae']	['Senegalia']	['Senegalia pennata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	6.25760805606842	1
599	427	Fatty acids	1.0	Fatty esters	1.0	Fatty acyl carnitines	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27140244	ZGNBLKBZJBJFDG-UHFFFAOYSA-N	InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)	C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CC(=O)O	C10H17NO6	pos_1_1proton1ethylamine	247.105587264	O-malonylcarnitine	ZGNBLKBZJBJFDG	Fatty acids	Fatty esters	Fatty acyl carnitines	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
597	82	Alkaloids	0.2857142857142857	Tyrosine alkaloids	0.14285714285714285	Dicarboxylic acids	0.14285714285714285	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q424009	OIJXLIIMXHRJJH-KNLIIKEYSA-N	InChI=1S/C26H35NO4/c1-23(2,29)18-13-24-8-9-26(18,30-3)22-25(24)10-11-27(14-15-4-5-15)19(24)12-16-6-7-17(28)21(31-22)20(16)25/h6-7,15,18-19,22,28-29H,4-5,8-14H2,1-3H3/t18-,19-,22-,24-,25+,26-/m1/s1	CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5	C26H35NO4	pos_1_minus1proton1calcium	425.2566086	Diprenorphine	OIJXLIIMXHRJJH	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	2	7.0	1
588	91	Shikimates and Phenylpropanoids	0.6666666666666666	Phenylpropanoids (C6-C3)	0.5833333333333334	Cinnamic acids and derivatives	0.5833333333333334	36.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27105777	RUVINXPYWBROJD-UHFFFAOYSA-N	InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3	CC=Cc1ccc(OC)cc1	C10H12O	pos_1_1proton1methanol	148.088815004	Methoxy-4-propenylbenzene	RUVINXPYWBROJD	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q15543007	Erucaria microcarpa	632830.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Erucaria']	['Erucaria microcarpa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
588	91	Shikimates and Phenylpropanoids	0.6666666666666666	Phenylpropanoids (C6-C3)	0.5833333333333334	Cinnamic acids and derivatives	0.5833333333333334	36.0	0.0	MS1_match	http://www.wikidata.org/entity/Q424998	DTUQWGWMVIHBKE-UHFFFAOYSA-N	InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2	O=CCc1ccccc1	C8H8O	pos_1_1proton1isopropanol	120.057514876	Phenylacetaldehyde	DTUQWGWMVIHBKE	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q3384	Brassica rapa	833632.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica rapa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
585	184	Alkaloids	0.6	Naphthalenes	0.2	Naphthalenones	0.2	1.0	0.36961722	ISDB	http://www.wikidata.org/entity/Q77521835	IZOVOLIVYUHJAA-RNSXUZJQSA-N	InChI=1S/C12H14N2O5/c15-9-2-1-6(4-13-9)8-5-14-11(12(18)19)7(8)3-10(16)17/h1-2,4,7-8,11,14H,3,5H2,(H,13,15)(H,16,17)(H,18,19)/t7-,8+,11-/m0/s1	O=C(O)C[C@@H]1[C@@H](C(=O)O)NC[C@@H]1c1ccc(O)nc1	C12H14N2O5		266.090271548	Acromelic acid C	IZOVOLIVYUHJAA	Alkaloids			http://www.wikidata.org/entity/Q104095368	Paralepistopsis acromelalga	43650.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Agaricales']	['Tricholomataceae']	['Unknown']	['Paralepistopsis']	['Paralepistopsis acromelalga']		['Eukaryota']									1	1	2.978468894958496	1
584	471	Amino acids and Peptides	0.16666666666666666	Fatty Acids and Conjugates	0.16666666666666666	Purine nucleos(t)ides	0.16666666666666666	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q76513178	UANZCTRZDQLPDX-PQZOIKATSA-N	InChI=1S/C18H30O4/c19-17(20)15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18(21)22/h1-2,5,7H,3-4,6,8-16H2,(H,19,20)(H,21,22)/b2-1-,7-5-	O=C(O)CCCC/C=C\C/C=C\CCCCCCCC(=O)O	C18H30O4	pos_1_minus1proton2sodium	310.21440944	6,9-Octadecadienedioic acid, (6Z,9Z)-	UANZCTRZDQLPDX	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	2	7.0	1
582	313	Polyketides	0.5	Phloroglucinols	0.5	Prenylated,geranylated phloroglucinols	0.5	1.0	0.52325594	ISDB	http://www.wikidata.org/entity/Q105229133	QWERLRSZNMMVGO-UHFFFAOYSA-N	InChI=1S/C18H24O6/c1-8(2)6-11(20)14-15(21)10-7-12(18(4,5)23)24-17(10)13(9(3)19)16(14)22/h8,12,21-23H,6-7H2,1-5H3	CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c2c1OC(C(C)(C)O)C2	C18H24O6		336.157288488	1-Butanone, 1-[7-acetyl-2,3-dihydro-4,6-dihydroxy-2-(1-hydroxy-1-methylethyl)-5-benzofuranyl]-3-methyl-	QWERLRSZNMMVGO	Polyketides	Phloroglucinols		http://www.wikidata.org/entity/Q18082763	Medicosma sessiliflora	5233119.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Medicosma']	['Medicosma sessiliflora']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	7.093023777008057	1
580	35	Fatty acids	0.1746031746031746	Small peptides	0.1111111111111111	Glycerophosphocholines	0.1111111111111111	1.0	0.4295191	ISDB	http://www.wikidata.org/entity/Q27105036	XKBJVQHMEXMFDZ-AREMUKBSSA-N	InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1	CCCCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C26H56NO6P		509.384525142	1-O-Octadecyl-SN-glycero-3-phosphocholine	XKBJVQHMEXMFDZ	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q2275982	Marphysa sanguinea	42379.0	['Eukaryota']	['Metazoa']	['Annelida']	['Polychaeta']	['Eunicida']	['Eunicidae']	['Unknown']	['Marphysa']	['Marphysa sanguinea']		['Eukaryota']	['Metazoa']								2	3	5.2180763483047485	1
578	54	Shikimates and Phenylpropanoids	0.4375	Phenylpropanoids (C6-C3)	0.375	Cinnamic acids and derivatives	0.3125	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27098178	TVXJJNJGTDWFLD-TWGQIWQCSA-N	InChI=1S/C8H9NO2/c10-8-3-1-7(2-4-8)5-6-9-11/h1-4,6,10-11H,5H2/b9-6-	O/N=C\Cc1ccc(O)cc1	C8H9NO2	pos_2MH	151.063328528	(Z)-(4-hydroxyphenyl)acetaldehyde oxime	TVXJJNJGTDWFLD	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)		http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	2	7.0	1
577	14	Fatty acids	0.3333333333333333	Fatty acyls	0.3333333333333333	Hydrocarbons	0.3333333333333333	1.0	0.5217847	ISDB	http://www.wikidata.org/entity/Q82245496	OGYHCBGORZWBPH-UHFFFAOYSA-N	InChI=1S/C9H17NOS2/c1-13(11)8-6-4-2-3-5-7-10-9-12/h2-8H2,1H3	C[S+]([O-])CCCCCCCN=C=S	C9H17NOS2		219.075156164	1-Isothiocyanato-7-(methylsulfinyl)heptane	OGYHCBGORZWBPH				http://www.wikidata.org/entity/Q49855	Eutrema japonicum	185264.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Eutremeae']	['Eutrema']	['Eutrema japonicum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	0	8.087138891220093	1
571	141	Carbohydrates	0.2631578947368421	Small peptides	0.21052631578947367	Dipeptides	0.21052631578947367	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27144250	VHOLZZKNEBBHTH-YUMQZZPRSA-N	InChI=1S/C11H16N4O5/c12-7(3-6-4-13-5-14-6)10(18)15-8(11(19)20)1-2-9(16)17/h4-5,7-8H,1-3,12H2,(H,13,14)(H,15,18)(H,16,17)(H,19,20)/t7-,8-/m0/s1	N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)O	C11H16N4O5	pos_1_1sodium	284.112069612	His-Glu	VHOLZZKNEBBHTH	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
567	237	Shikimates and Phenylpropanoids	0.5	Phenolic acids (C6-C1)	0.5	Simple phenolic acids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27136120	UDFDXTXZIMXARD-IRXDYDNUSA-N	InChI=1S/C18H20O8/c1-24-14-7-10(3-5-12(14)20)17(21)16(9-19)26-13-6-4-11(18(22)23)8-15(13)25-2/h3-8,16-17,19-21H,9H2,1-2H3,(H,22,23)/t16-,17-/m0/s1	COc1cc([C@H](O)[C@H](CO)Oc2ccc(C(=O)O)cc2OC)ccc1O	C18H20O8	pos_1_1sodium	364.1158175999999	(+)-(7S,8S)-guaiacylglycerol-beta-vanillic acid ether	UDFDXTXZIMXARD	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q42689480	Isatis quadrialata	490446.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Isatideae']	['Isatis']	['Isatis quadrialata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
563	333	Alkaloids	0.4444444444444444	Small peptides	0.2222222222222222	Pyridine alkaloids	0.2222222222222222	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105376276	ZIEFIDANMCIAOW-LBPRGKRZSA-N	InChI=1S/C12H11NO2S/c1-12(15)7-16-11-9(6-14)8-4-2-3-5-10(8)13(11)12/h2-6,15H,7H2,1H3/t12-/m0/s1	C[C@]1(O)CSc2c(C=O)c3ccccc3n21	C12H11NO2S	pos_2_2proton1acetonitrile	233.051049592	(1S)-1-hydroxy-1-methyl-2H-[1,3]thiazolo[3,2-a]indole-4-carbaldehyde	ZIEFIDANMCIAOW	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids	http://www.wikidata.org/entity/Q3384	Brassica rapa	833632.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica rapa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	1	6.5	1
559	784	Fatty acids	1.0	Fatty Acids and Conjugates	1.0	Dicarboxylic acids	0.5	9.0	0.0	MS1_match	http://www.wikidata.org/entity/Q83102080	OIYTYGOUZOARSH-UHFFFAOYSA-N	InChI=1S/C6H8O4/c1-4(6(8)9)3-5(7)10-2/h1,3H2,2H3,(H,8,9)	C=C(CC(=O)OC)C(=O)O	C6H8O4	pos_1_1proton1acetonitrile	144.042258736	4-Methoxy-2-methylene-4-oxobutanoic acid	OIYTYGOUZOARSH	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	2	7.0	1
559	784	Fatty acids	1.0	Fatty Acids and Conjugates	1.0	Dicarboxylic acids	0.5	9.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27102261	CWNNYYIZGGDCHS-UHFFFAOYSA-N	InChI=1S/C6H8O4/c1-4(6(9)10)2-3-5(7)8/h1-3H2,(H,7,8)(H,9,10)	C=C(CCC(=O)O)C(=O)O	C6H8O4	pos_1_1proton1acetonitrile	144.042258736	Hydron;2-methylidenepentanedioate	CWNNYYIZGGDCHS	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	2	7.0	1
555	-1							3.0	0.69725513	ISDB	http://www.wikidata.org/entity/Q105120539	IUFQXXXVUIYVOZ-UJNFCWOMSA-N	InChI=1S/C11H16O2/c1-7-4-3-5-9-8(2)6-13-11(12)10(7)9/h6-7,9-10H,3-5H2,1-2H3/t7-,9-,10+/m0/s1	CC1=COC(=O)[C@@H]2[C@@H](C)CCC[C@@H]12	C11H16O2		180.115029752	(4aR,8S,8aR)-4,8-dimethyl-4a,5,6,7,8,8a-hexahydroisochromen-1-one	IUFQXXXVUIYVOZ	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q1721165	Nepeta nuda	5801075.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Mentheae']	['Nepeta']	['Nepeta nuda']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	6.789020538330078	1
554	152	Fatty acids	0.375	Fatty acyls	0.375	Hydrocarbons	0.25	19.0	0.52267534	ISDB	http://www.wikidata.org/entity/Q105155182	LPHPRLLVGKQFEL-NWFDBUFXSA-N	InChI=1S/C16H26/c1-6-15(5)11-9-13-16(7-2)12-8-10-14(3)4/h6,10-11,13H,1,7-9,12H2,2-5H3/b15-11+,16-13+	C=C/C(C)=C/C/C=C(\CC)CCC=C(C)C	C16H26		218.203450832	7-Ethyl-3,11-dimethyldodeca-1,3,6,10-tetraene	LPHPRLLVGKQFEL	Fatty acids	Fatty acyls	Hydrocarbons	http://www.wikidata.org/entity/Q788781	Myrmica scabrinodis	341457.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Myrmicini']	['Myrmica']	['Myrmica scabrinodis']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	3	7.590701341629028	1
553	218	Amino acids and Peptides	0.5555555555555556	Small peptides	0.5555555555555556	Aminoacids	0.5555555555555556	1.0	0.8903896	ISDB	http://www.wikidata.org/entity/Q27098186	KDZOASGQNOPSCU-ZBHICJROSA-N	InChI=1S/C10H18N4O6/c11-5(8(17)18)2-1-3-13-10(12)14-6(9(19)20)4-7(15)16/h5-6H,1-4,11H2,(H,15,16)(H,17,18)(H,19,20)(H3,12,13,14)/t5-,6?/m0/s1	N=C(NCCC[C@H](N)C(=O)O)NC(CC(=O)O)C(=O)O	C10H18N4O6		290.122634296	(N(omega)-L-arginino)succinic acid	KDZOASGQNOPSCU	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q130888	Drosophila melanogaster	505714.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Drosophilidae']	['Drosophilini']	['Drosophila']	['Drosophila melanogaster']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	3	9.061558485031128	1
551	299	Fatty acids	0.5	Fatty acyls	0.3	Fatty aldehydes	0.3	3.0	0.7552288	ISDB	http://www.wikidata.org/entity/Q27110163	IGZIQAJJXGRAJF-TXZPEUJSSA-N	InChI=1S/C19H24O6/c1-8-5-18-6-9(8)3-4-11(18)19-7-10(20)14(21)17(2,16(24)25-19)13(19)12(18)15(22)23/h9-14,20-21H,1,3-7H2,2H3,(H,22,23)/t9-,10+,11-,12-,13-,14+,17+,18+,19-/m1/s1	C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12C[C@H](O)[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O	C19H24O6		348.157288488	Gibberellin A34	IGZIQAJJXGRAJF	Terpenoids	Diterpenoids	Gibberellins	http://www.wikidata.org/entity/Q30063	Matthiola incana	359068.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Anchonieae']	['Matthiola']	['Matthiola incana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	0	9.020915269851685	1
