	Malus_vs_Potentilla_fold_change_log2	Malus_vs_Potentilla_p_value	Malus_vs_Prunus_fold_change_log2	Malus_vs_Prunus_p_value	Potentilla_vs_Prunus_fold_change_log2	Potentilla_vs_Prunus_p_value
Tetradecan-7,9-diynoic acid	8.77899959313085	0.483003611780243	-0.952722736301161	0.999998995099149	-9.73172232943201	0.482317191535732
N-myristoylglycine	6.02781557440306	0.483116584111534	-0.710103147298979	0.999969762845294	-6.73791872170204	0.479357553772078
Syringolin E	13.0207411862996	0.482764199397618	1.0947359424645	0.999999984552955	-11.9260052438351	0.482849318179121
xi-7-Hydroxyhexadecanedioic acid	9.84294314016468	0.483120964128606	0.359749150589517	0.999999921286032	-9.48319398957516	0.483313200920912
2-[2-hex-1-ynyl-6-(methylamino)-9-purinyl]-5-(hydroxymethyl)oxolane-3,4-diol	4.59679563831059	0.480791181503577	1.41147654910626	0.995750522771374	-3.18531908920434	0.526509437876296
octanoic acid	12.5873412727639	0.482671665078249	1.14218126367035	0.999999968165003	-11.4451600090936	0.482793849983174
decanoic acid	11.673631539431	0.482676136848975	1.20301098904768	0.999999868487877	-10.4706205503833	0.482924497224168
apigenin	8.38895396604606	0.474478289749824	-0.57224475830878	0.999999184982178	-8.96119872435484	0.473866359942961
(5e)-10-Heptyl-3,4,5,8,9,10-hexahydro-5,8,9-trihydroxy-2h-oxecin-2-one	6.45674777042304	0.482766616602561	-0.074173596910445	0.99999972460264	-6.53092136733349	0.482407305188676
Aleuretic Acid	10.6010834673657	0.48274377769324	-0.216928795996223	0.999999993311158	-10.8180122633619	0.482687771988671
nonanoic acid	4.79001192200675	0.496611679890607	-0.688863164316395	0.999839707368067	-5.47887508632314	0.48784714370742
glutamic acid	0.0397985627477823	0.996026112707836	-0.227801691231293	0.898809900303464	-0.267600253979075	0.860435314128057
leucocyanidin	-2.09150512993239	0.219716155059938	-0.187147720700347	0.951529657272079	1.90435740923204	0.317776002937733
mellein	6.81954570693561	0.471216096567103	1.4695247476755	0.999785705098876	-5.35002095926011	0.481163450204767
trans-10-pentadecenoic acid	10.5558435395582	0.482727389527701	1.27943624178451	0.999999255363837	-9.27640729777364	0.483318521427757
N-hexadecanoylglycine	-0.212909307525203	0.721004502950964	-0.268683589610768	0.613960823335161	-0.0557742820855652	0.980572681459032
hexadecanedioic acid	4.93969310317732	0.49418502970836	-0.0908247755191607	0.999996633942945	-5.03051787869649	0.492913129930372
N-(3-Hydroxy-1-oxohexadecyl)-glycine	5.48728186273	0.479940144634462	-0.03632607094006	0.999999731791871	-5.52360793367006	0.479586732132903
N-Pentadecanoylglycine	6.61256677999154	0.48164964621165	0.314409547375175	0.999994754697376	-6.29815723261636	0.48321747578885
margaroylglycine	7.26713700605779	0.480352538918355	0.520625906176508	0.999993280301488	-6.74651109988128	0.482124601928619
7-Keto palmitic acid	5.77182877991277	0.486031429547381	-0.514370663589336	0.99997442015549	-6.28619944350211	0.482561614852883
6-hydroxyhexanoic acid	2.22100810080532	0.416581092992929	-0.329224442541434	0.99683830154148	-2.55023254334675	0.382446382245292
dodecanedioic acid	6.68796816273929	0.483388359783919	1.99244712213021	0.999297807073685	-4.69552104060907	0.50174128159875
tetradec-5-ynoic acid	6.56257807068482	0.480918637911228	0.867628457579237	0.999935326220337	-5.69494961310558	0.486431936053254
tetradecanoic acid	5.42835256518812	0.493759109048382	-2.20417695302256	0.999723481743898	-7.63252951821068	0.482301381580326
1-deoxy-D-glucitol	-14.2868296349052	0.0226179044857985	-14.2868296349052	0.0226179044857985	0	1
vanillyl alcohol	3.31184652034666	0.0277449986659679	1.83982812648346	0.587994866515502	-1.4720183938632	0.0982322296826926
prunetin	14.2657652322206	0.481994957951779	2.28769602575687	0.999999967789218	-11.9780692064637	0.482117764602363
Malvidin 3-(6-malonylglucoside) 5-glucoside	11.9845294562821	0.481621225222987	0	1	-11.9845294562821	0.481621225222987
2-[3-(3,5-dihydroxyphenyl)-2-hydroxypropyl]benzene-1,3,5-triol	3.99516850126031	0.498788264587422	-0.844906070212096	0.999309700791613	-4.84007457147241	0.48064912990593
genistein	3.16956375209316	0.543174313258687	-0.684698067471761	0.998486487835893	-3.85426181956492	0.515228097921634
methyl 3,4,5-trihydroxybenzoate	8.32184067477604	0.465484699877665	-0.137938251116695	0.999999928588464	-8.45977892589273	0.465305545954462
Pyrronamycin B	3.22181184024277	0.644128860647144	3.53156777039189	0.507423319100394	0.309755930149118	0.966609151248604
methyl salicylate	-2.46247335554628	0.254689606102252	-1.03575714400094	0.541620929289881	1.42671621154535	0.791115319990471
2-Methoxyresorcinol	5.69557142958472	0.387203093608623	4.39408015407783	0.844538703281545	-1.3014912755069	0.680490025272795
1-Octen-3-yl primeveroside	5.60356417581837	0.17469916528053	4.65461414219594	0.572554586202019	-0.948950033622424	0.590714358868182
bis(2-ethylhexyl) phthalate	-1.20391943047839	0.174055100981696	-0.521205853215072	0.540103968881282	0.682713577263318	0.622472514375463
3,5-dihydroxy-7-(14-oxopentadecyl)benzoic acid	-1.27093069142139	0.999999637687796	9.78955253194019	0.483240926126446	11.0604832233616	0.482828582047028
arginine	-3.6217684147879	0.334293168220127	-3.23919004907786	0.351040117320754	0.382578365710036	0.999042800283318
cephalanone F	-5.11147697534365	0.472296729093063	-0.0547295065154546	0.998744493839272	5.05674746882819	0.496615706707057
5-Hydroxytryptophol	-0.26982456592183	0.999999995509979	11.1776333193702	0.482638714210942	11.447457885292	0.482592833491179
bunazosin	-0.00328367308232597	0.999999999973296	8.70785687641689	0.456507457020738	8.71114054949921	0.456504032265244
Quercetin 3-rutinoside 7-galactoside	-0.88046632002331	0.997041080392072	3.62031254638648	0.243622130632441	4.50077886640979	0.222386878622508
monoethyl phthalate	0.0576884606328954	0.84220382225103	0.0980249895611551	0.616862531731074	0.0403365289282595	0.912910760630912
2-[[3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(3,7-dimethylocta-2,6-dienoxy)oxane-3,4,5-triol	3.68848175743435	0.3769417113387	0.741308018876469	0.996315846086356	-2.94717373855788	0.413511829485691
serotonin	1.49461844915147	0.999999313830564	10.9719176356165	0.479059629755524	9.47729918646498	0.479624624096597
11-oxo-dodecanoic acid	2.03156769808421	0.999470821552166	7.92128155044581	0.112752220557403	5.8897138523616	0.117300863769177
1,3-diphenylguanidine	1.05530777961795	0.894825559765467	2.44753796268488	0.226332947869545	1.39223018306693	0.389867793323227
Indazole-3-carbaldehyde	-2.44022550422559	0.920708745452303	2.06097531567317	0.348771122001359	4.50120081989876	0.217124076264213
histidine	-4.6272296541314	0.248163437113969	-3.44420410770528	0.279297416564577	1.18302554642612	0.994897226156702
2,4,6-triallyloxy-1,3,5-triazine	0.169127480435895	0.940558063845103	-0.346161743492481	0.838018192548911	-0.515289223928377	0.654299754216294
Irganox 1098	-1.37585562709328	0.140378369358497	-1.37585562709328	0.140378369358497	0	1
DL-Stachydrine	-3.58456429550753	0.352463151090368	-0.295857498340629	0.950469827863963	3.2887067971669	0.494182453906136
Heptapropylene glycol	-0.433833705965987	0.482727279503212	-0.433833705965987	0.482727279503212	0	1
S-propyl propanethiosulfinate	0.16077876647727	0.783075704066062	-0.236020432534609	0.676617243003619	-0.396799199011879	0.334875805650138
hexaethylene glycol	-0.248395238266685	0.87090304288594	-0.0721363915931528	0.986661341848777	0.176258846673532	0.935250102301147
9-Pentadecen-1-ol	-0.935098907259204	0.695095955259518	0.0443091116997616	0.998345770214293	0.979408018958966	0.663960297316659
7-Hexadecen-1-ol	-1.05348765156948	0.482727279503212	-1.05348765156948	0.482727279503212	0	1
N-undecylundecan-1-amine	-1.4382202018625	0.135406023522047	-0.835781025570559	0.320517418985462	0.602439176291944	0.777393965500508
M-4365 G1	1.20700384992565	0.699134691007746	1.27293870354042	0.660191420054479	0.0659348536147729	0.997412854017489
Kynapcin-12	-10.7141160369961	0.0596390171715865	-9.18084019079645	0.059884783033622	1.53327584619963	0.999993990094109
5-Megastigmen-7-yne-3,9-diol 9-glucoside	0.551952494584979	0.725608421526551	-0.669106422966156	0.812696810998272	-1.22105891755114	0.394761031983843
2-Amino-1,3,4-octadecanetriol	-2.33652380857577	0.0167778046197492	-2.75595536998942	0.012768049770688	-0.419431561413655	0.966592400165953
omega-Salicoyisalicin	0.528135830714023	0.906855358316708	-1.1953020971339	0.854586859656721	-1.72343792784792	0.622692055021409
2-aminohexanoic acid	0.464919589528898	0.553713574037171	0.0319547611180269	0.997730625022092	-0.432964828410871	0.589044192052279
phenylethanolamine	-1.40760873075788	0.0476541005810591	-0.490047519880488	0.382514778498297	0.917561210877387	0.290097231418323
beta-D-Ribofuranose, 1-(6-amino-9H-purin-9-yl)-1-deoxy-5-S-methyl-5-thio-	1.21542065724737	0.43852974370561	0.762800139958171	0.776349054309053	-0.452620517289199	0.814183738558726
4-(2,6,6-Trimethylcyclohex-1-enyl)but-2-en-4-one	-2.64549725533556	0.435421505316945	-0.607598128209615	0.855013897037832	2.03789912712595	0.727750786072194
dodecanamide	-0.0713406765060936	0.860601946052918	-0.118095392981205	0.682067430738717	-0.0467547164751108	0.941451362233397
8-amino-7-oxononanoic acid	0.481358876050153	0.173926956200449	0.261567101989063	0.578460134938842	-0.219791774061091	0.582831475841707
SPB 17:1;2O	-0.131731987754955	0.819422206128789	0.005423732627709	0.999616114097974	0.137155720382664	0.805667729617863
Keioside	-0.865052364308667	0.626885647792411	-0.0262350142745923	0.99919186029115	0.838817350034075	0.648569153240793
tyrosine	-0.671014964881244	0.578648132894188	-0.0335910330322546	0.997700005666492	0.637423931848989	0.614716801150709
N(5)-acetylornithine	-1.20738024229144	0.88255359119186	1.03777160366245	0.663526949395602	2.2451518459539	0.409996811207098
(-)-11-Hydroxy-9,15,16-trioxooctadecanoic acid	-0.0760708834796517	0.368817831209902	-0.0541812998285602	0.573715395956285	0.0218895836510914	0.910977213781319
diethyl phthalate	0.0322135654520597	0.94930291685055	0.123681159400447	0.483496377922611	0.091467593948388	0.651651929689539
(2R)-1-O-beta-D-Galactopyranosylglycerol	0.548452282734113	0.953525202231663	1.40176103943308	0.577080286097747	0.853308756698972	0.743373587676822
kynurenic acid	1.08446694021577	0.358022314432776	-2.7881890557111	0.526821931139244	-3.87265599592687	0.0861094345816187
6'-Apiosyllotaustralin	-0.450624484429586	0.937148889326627	0.00879115577638598	0.999965927392653	0.459415640205972	0.934381846363039
1-monopalmitoylglycerol	0.175266586054539	0.888275972983219	0.188109231443705	0.871734231821771	0.0128426453891663	0.999261637312973
2-[6-(cyclohexylamino)-9-purinyl]-5-(hydroxymethyl)oxolane-3,4-diol	-5.02572410288113	0.114067275192538	-4.77745690517268	0.116175690955319	0.248267197708448	0.999886484847028
Stevastelin-C3	-1.20154026197034	0.26080083037198	-1.80588589172996	0.145673730538698	-0.604345629759613	0.890627001389145
bis-gamma-glutamylcystine	0.564309468274834	0.67432821452579	-1.61307279569941	0.480038376883416	-2.17738226397424	0.168970884983843
5-formyl-2-furoic acid	0.504902111325501	0.444131249627311	0.174513589744855	0.916885957564345	-0.330388521580646	0.65837625008081
Pentapropylene glycol	0.182526681184025	0.732163984537356	0.0906209773673153	0.927702941779345	-0.0919057038167091	0.916300437892579
bis(2-ethylhexyl) adipate	0.161743957175781	0.721622042778678	0.104174190708148	0.874272612581154	-0.0575697664676326	0.954479904254415
palmitelaidic acid	-0.108136346277443	0.908327480683413	-0.0235824124166039	0.995088716679323	0.0845539338608392	0.943459440676079
sinapic acid	-3.44469456984046	0.0964912251177095	-0.47100764022878	0.727776282532559	2.97368692961168	0.259041615278498
gabapentin	0.0310466855927563	0.989245096741359	-0.210674960692338	0.673892144432245	-0.241721646285094	0.594710238617059
Cholestane-3,7,12,25-tetrol	-1.13790298549412	0.776807920719619	1.18242969818725	0.312294912663816	2.32033268368136	0.131507217851152
2,4,6-Trihydroxybenzoic acid	-9.35876774427849	0.37877887587631	-9.35876774427849	0.378778875876311	0	1
9,12-Octadecadienal	-0.0587442065431773	0.930869231129104	0.0209915727118192	0.990278164399646	0.0797357792549964	0.8758757288468
N-(decanoyl)ethanolamine	-0.0201509359425833	0.907104842479837	-0.0464242994563858	0.621375379593421	-0.0262733635138025	0.853162621530765
4-hydroxybenzoic acid	-3.85486287935022	0.00168228590819586	-1.1603937757869	0.0211492834767484	2.69446910356332	0.090335745407922
2-amino-N-[3-methoxy-5-[oxo-[3-(trifluoromethyl)anilino]methyl]phenyl]-4-pyridinecarboxamide	-3.10927340355017	0.131708735275255	-1.44092359814173	0.299915608551354	1.66834980540845	0.795610534260329
N-[2-[(4-methyl-1,2,5-oxadiazol-3-yl)oxy]ethyl]-4-nitroaniline	-7.17253732565822	0.0494412933151896	-2.92551708207562	0.080097033680769	4.2470202435826	0.922031622668231
Norcotinine	0.97463445281235	0.238016516793934	-0.134569463254552	0.984403063512009	-1.1092039160669	0.192589440172541
Elaidolinolenic acid	-0.0468410751861236	0.976609953503862	0.0136201532331728	0.997907854038349	0.0604612284192964	0.961077898070607
phenylalanine	-1.39336268911499	0.0421941310632293	-0.512042594852032	0.336381030577444	0.881320094262962	0.294037113582582
2,4-dihydroxy-6-methylbenzoic acid ethyl ester	-2.94862467645166	0.141448790686395	-1.19058874268366	0.377123703680947	1.75803593376799	0.719147282588532
